-78,-61,-78
-79,-62,-78
-73,-65,-75
-75,-65,-74
-73,-63,-77
-73,-62,-77
-76,-65,-74
-75,-66,-74
-78,-61,-75
-73,-63,-78
-74,-63,-78
-75,-63,-79
-79,-66,-75
-73,-62,-78
-76,-65,-74
-76,-66,-75
-75,-63,-75
-78,-61,-78
-73,-62,-73
-75,-66,-74
-76,-66,-75
-73,-58,-78
-73,-63,-79
-76,-66,-74
-74,-66,-75
-78,-58,-78
-73,-63,-78
-73,-63,-77
-75,-65,-78
-74,-66,-75
-75,-65,-75
-78,-58,-79
-73,-61,-79
-75,-66,-78
-78,-61,-75
-78,-61,-75
-78,-61,-78
-78,-61,-75
-75,-65,-74
-78,-61,-74
-78,-61,-78
-73,-63,-78
-78,-61,-75
-73,-63,-78
-78,-61,-75
-79,-61,-73
-73,-62,-78
-73,-63,-79
-75,-65,-74
-73,-63,-78
-73,-63,-78
-73,-63,-78
-73,-63,-79
-75,-65,-78
-78,-65,-75
-81,-61,-75
-75,-60,-74
-82,-63,-75
-79,-65,-77
-78,-65,-74
-78,-61,-73
-77,-61,-75
-74,-61,-76
-75,-61,-78
-74,-61,-77
-75,-67,-75
-74,-65,-81
-75,-65,-74
-78,-61,-77
-73,-61,-77
-75,-62,-77
-75,-66,-74
-77,-66,-74
-78,-61,-77
-75,-62,-74
-75,-65,-74
-78,-61,-77
-73,-61,-78
-75,-62,-75
-75,-66,-74
-74,-65,-74
-79,-61,-77
-73,-63,-78
-73,-62,-77
-75,-63,-74
-75,-66,-74
-78,-61,-78
-73,-61,-77
-75,-62,-74
-75,-62,-74
-72,-65,-79
-78,-58,-78
-79,-61,-78
-73,-62,-78
-73,-62,-78
-76,-65,-75
-78,-61,-78
-78,-61,-78
-73,-61,-79
-76,-63,-78
-76,-65,-74
-78,-66,-75
-79,-62,-78
-75,-66,-75
-78,-62,-79
-73,-63,-78
-75,-62,-75
-76,-66,-74
-77,-66,-79
-73,-61,-73
-73,-61,-77
-73,-61,-78
-73,-63,-78
-73,-63,-77
-75,-63,-75
-78,-62,-78
-78,-61,-73
-73,-63,-77
-75,-63,-74
-78,-66,-78
-78,-62,-78
-73,-62,-78
-73,-63,-79
-76,-63,-74
-75,-65,-74
-78,-62,-78
-78,-58,-79
-73,-62,-79
-73,-61,-79
-74,-61,-79
-74,-63,-79
-73,-63,-78
-75,-66,-78
-75,-66,-75
-75,-65,-75
-75,-65,-74
-74,-63,-78
-73,-63,-78
-75,-63,-79
-73,-62,-78
-73,-63,-79
-74,-63,-78
-78,-61,-79
-73,-63,-78
-75,-65,-79
-75,-65,-74
-75,-65,-74
-75,-65,-74
-78,-61,-78
-74,-63,-78
-79,-61,-73
-73,-63,-78
-75,-62,-78
-77,-65,-75
-78,-61,-75
-75,-63,-78
-74,-65,-78
-82,-61,-75
-74,-63,-69
-74,-63,-83
-74,-63,-77
-74,-62,-83
-78,-61,-74
-74,-61,-76
-73,-61,-77
-78,-61,-77
-73,-61,-77
-77,-65,-74
-78,-61,-77
-73,-61,-77
-75,-63,-74
-78,-65,-77
-78,-61,-77
-74,-61,-78
-73,-61,-78
-73,-62,-78
-75,-62,-74
-74,-61,-78
-73,-63,-77
-75,-62,-74
-76,-63,-75
-77,-65,-77
-74,-70,-78
-77,-58,-78
-79,-61,-78
-78,-61,-79
-79,-61,-78
-78,-65,-78
-75,-63,-74
-75,-65,-74
-73,-61,-79
-73,-63,-78
-75,-63,-74
-79,-65,-75
-79,-66,-78
-73,-62,-78
-73,-63,-79
-76,-62,-74
-79,-65,-75
-79,-66,-75
-75,-63,-75
-78,-62,-73
-73,-61,-73
-73,-58,-77
-75,-66,-75
-78,-62,-78
-78,-62,-78
-75,-63,-74
-75,-66,-74
-75,-66,-74
-78,-66,-79
-74,-63,-78
-75,-63,-78
-75,-63,-76
-75,-66,-75
-78,-61,-79
-77,-61,-79
-74,-61,-79
-75,-65,-74
-78,-61,-75
-78,-61,-78
-73,-63,-80
-73,-63,-78
-75,-65,-79
-75,-65,-75
-78,-65,-74
-78,-61,-75
-73,-61,-79
-78,-61,-79
-74,-61,-79
-75,-63,-78
-75,-65,-75
-79,-61,-78
-73,-63,-78
-73,-63,-79
-75,-63,-79
-75,-65,-74
-75,-65,-74
-78,-61,-79
-74,-63,-78
-74,-63,-79
-77,-66,-76
-76,-63,-79
-75,-63,-79
-75,-65,-74
-75,-65,-75
-79,-65,-74
-78,-66,-74
-79,-61,-74
-73,-61,-78
-75,-62,-77
-73,-61,-79
-73,-61,-79
-73,-61,-78
-82,-60,-75
-74,-61,-69
-74,-63,-83
-74,-63,-77
-75,-62,-79
-78,-65,-74
-78,-65,-74
-74,-61,-76
-73,-61,-76
-75,-63,-77
-75,-61,-75
-78,-65,-75
-78,-65,-74
-73,-61,-77
-75,-63,-74
-75,-62,-75
-75,-66,-74
-78,-65,-77
-74,-61,-78
-73,-61,-78
-78,-65,-78
-78,-65,-77
-79,-65,-76
-75,-62,-74
-77,-65,-75
-77,-66,-77
-77,-65,-78
-78,-61,-77
-73,-61,-77
-73,-62,-77
-73,-61,-78
-75,-63,-74
-74,-65,-75
-73,-62,-78
-73,-62,-75
-76,-62,-75
-75,-65,-74
-78,-65,-78
-73,-61,-79
-75,-63,-75
-78,-65,-75
-79,-61,-78
-73,-62,-79
-73,-61,-78
-76,-65,-74
-78,-66,-79
-78,-66,-79
-73,-61,-78
-79,-66,-75
-78,-66,-77
-73,-61,-77
-75,-66,-74
-79,-66,-78
-78,-62,-78
-74,-62,-78
-75,-63,-74
-74,-66,-75
-78,-66,-78
-79,-62,-78
-73,-62,-78
-73,-63,-77
-74,-63,-75
-78,-65,-79
-73,-61,-78
-73,-63,-78
-75,-63,-78
-78,-65,-75
-74,-61,-78
-73,-61,-80
-75,-65,-75
-75,-65,-75
-75,-63,-74
-75,-65,-75
-75,-65,-74
-78,-66,-78
-78,-65,-78
-78,-65,-75
-78,-61,-79
-74,-62,-78
-74,-63,-79
-76,-65,-75
-79,-61,-73
-72,-61,-79
-75,-63,-82
-75,-63,-74
-75,-65,-75
-77,-65,-74
-78,-61,-75
-75,-63,-78
-75,-63,-79
-75,-65,-77
-84,-65,-75
-81,-66,-75
-74,-63,-83
-79,-66,-77
-74,-61,-76
-75,-63,-75
-73,-61,-77
-73,-61,-77
-74,-61,-78
-78,-66,-74
-75,-63,-75
-78,-65,-77
-77,-65,-76
-74,-63,-74
-74,-62,-74
-73,-62,-78
-75,-63,-74
-75,-63,-74
-77,-66,-78
-78,-65,-78
-73,-61,-77
-73,-61,-77
-75,-62,-74
-78,-62,-74
-77,-70,-78
-78,-58,-79
-73,-61,-78
-73,-61,-77
-73,-61,-79
-75,-65,-74
-75,-65,-75
-78,-65,-78
-78,-65,-78
-78,-61,-78
-76,-62,-78
-75,-63,-74
-75,-65,-74
-78,-66,-75
-78,-65,-78
-73,-61,-79
-79,-65,-75
-79,-65,-78
-74,-62,-78
-73,-58,-78
-73,-58,-79
-75,-61,-78
-75,-62,-75
-79,-66,-75
-77,-65,-79
-78,-66,-76
-73,-66,-73
-78,-66,-77
-78,-65,-78
-73,-62,-77
-75,-63,-74
-76,-63,-75
-75,-63,-75
-78,-66,-80
-76,-63,-74
-75,-66,-74
-78,-65,-79
-73,-58,-78
-74,-62,-78
-75,-63,-78
-74,-63,-75
-75,-63,-75
-78,-65,-75
-77,-61,-79
-73,-61,-78
-73,-61,-78
-78,-65,-78
-74,-61,-78
-75,-63,-78
-74,-61,-79
-74,-62,-78
-75,-63,-79
-75,-65,-74
-74,-61,-78
-73,-61,-78
-75,-62,-79
-75,-63,-74
-75,-65,-74
-78,-65,-78
-78,-61,-79
-78,-61,-79
-73,-61,-78
-73,-61,-78
-76,-63,-75
-78,-65,-75
-77,-65,-76
-73,-61,-78
-73,-61,-78
-75,-62,-82
-79,-65,-74
-73,-61,-78
-73,-61,-78
-73,-61,-79
-75,-63,-77
-77,-65,-75
-77,-65,-74
-77,-65,-74
-73,-61,-79
-76,-61,-79
-75,-63,-78
-75,-63,-79
-76,-65,-79
-75,-66,-74
-82,-61,-75
-74,-63,-83
-76,-62,-80
-79,-62,-77
-78,-66,-74
-77,-65,-75
-74,-63,-77
-75,-63,-75
-78,-61,-75
-79,-65,-75
-78,-65,-77
-73,-61,-78
-75,-61,-77
-77,-66,-74
-77,-66,-76
-73,-61,-78
-78,-62,-76
-78,-65,-77
-73,-61,-79
-75,-63,-74
-79,-65,-77
-74,-62,-78
-77,-63,-75
